animal,area,epoch,partner1,partner2,n_units,rho_conn,rho_intr,rho_resid,jaccard,jaccard_excess
66,RSC,naive,RSC-SUB,V1-RSC,16,0.788235294117647,0.9852941176470588,0.47519863380589167,0.6,0.45714285714285713
66,SUB,expert,CA1-SUB,RSC-SUB,13,0.12637362637362637,0.9945054945054945,0.14305611625158354,0.14285714285714285,-0.038961038961038974
66,SUB,intermediate,CA1-SUB,RSC-SUB,13,0.46153846153846156,1.0,0.34931179583699856,0.3333333333333333,0.1515151515151515
66,SUB,naive,CA1-SUB,RSC-SUB,13,0.5934065934065934,1.0,0.578863444429909,0.3333333333333333,0.1515151515151515
66,V1,expert,CA1-V1,V1-RSC,19,0.10350877192982455,0.46140350877192987,0.10311246709533828,0.25,0.09848484848484848
66,V1,intermediate,CA1-V1,V1-RSC,19,0.3473684210526316,0.34210526315789475,0.1926759758330416,0.42857142857142855,0.277056277056277
66,V1,naive,CA1-V1,V1-RSC,19,0.08596491228070174,0.763157894736842,0.11911961149300936,0.1111111111111111,-0.040404040404040414
68,CA1,expert,CA1-CA3,CA1-DG,16,0.5764705882352941,0.5176470588235293,0.5411088732080217,0.6,0.45714285714285713
68,CA1,expert,CA1-CA3,CA1-RSC,16,-0.11176470588235293,0.3558823529411765,-0.32852592125605723,0.14285714285714285,0.0
68,CA1,expert,CA1-DG,CA1-RSC,16,0.25588235294117645,0.7352941176470589,0.2170941701735879,0.14285714285714285,0.0
68,CA1,intermediate,CA1-CA3,CA1-DG,16,0.7529411764705882,0.6411764705882352,0.6861884258308348,0.6,0.45714285714285713
68,CA1,intermediate,CA1-CA3,CA1-RSC,16,0.1647058823529412,0.6088235294117647,-0.016039558634040975,0.14285714285714285,0.0
68,CA1,intermediate,CA1-DG,CA1-RSC,16,0.10588235294117648,0.7382352941176471,-0.15556307108441994,0.14285714285714285,0.0
68,CA1,naive,CA1-CA3,CA1-DG,16,0.3911764705882353,0.8823529411764707,0.24441798290969596,0.6,0.45714285714285713
68,CA1,naive,CA1-CA3,CA1-RSC,16,0.3735294117647059,0.8294117647058824,0.04966854686196123,0.14285714285714285,0.0
68,CA1,naive,CA1-DG,CA1-RSC,16,0.1764705882352941,0.8705882352941177,-0.044875510216620534,0.14285714285714285,0.0
68,CA3,expert,CA1-CA3,CA3-DG,10,0.7212121212121211,0.9636363636363635,0.6992174737662372,0.5,0.32352941176470584
68,CA3,intermediate,CA1-CA3,CA3-DG,10,0.6121212121212121,0.8666666666666665,0.5849020962345188,0.5,0.32352941176470584
