animal,pair,epoch,dim,peak_cc,sig,ifi,lag
36,CA1-V1,intermediate,11,-0.0073,0,-0.0065,-8
36,CA1-V1,intermediate,12,-0.0024,0,-0.0047,4
36,CA1-V1,intermediate,13,-0.0044,0,0.0126,4
36,CA1-V1,intermediate,14,-0.0112,0,0.0083,6
36,CA1-V1,intermediate,15,-0.0029,0,-0.0404,-8
36,CA1-V1,intermediate,16,-0.005,0,-0.0334,-6
36,CA1-V1,intermediate,17,-0.0053,0,-0.0016,4
36,CA1-V1,intermediate,18,0.0012,0,0.0142,6
36,CA1-V1,intermediate,19,0.0079,0,-0.0028,-5
36,CA1-V1,intermediate,20,-0.0073,0,-0.0097,-8
36,CA1-V1,expert,1,0.0771,0,-0.0117,-6
36,CA1-V1,expert,2,0.0556,0,0.0136,8
36,CA1-V1,expert,3,0.0464,0,-0.0115,5
36,CA1-V1,expert,4,0.0545,0,-0.0365,-8
36,CA1-V1,expert,5,0.0264,0,-0.0239,-5
36,CA1-V1,expert,6,0.0146,0,-0.0104,2
36,CA1-V1,expert,7,0.0157,0,-0.0151,2
36,CA1-V1,expert,8,0.02,0,-0.0061,2
36,CA1-V1,expert,9,0.0093,0,-0.0081,5
36,CA1-V1,expert,10,0.008,0,-0.0022,5
36,CA1-V1,expert,11,0.0029,0,-0.0019,5
36,CA1-V1,expert,12,0.0018,0,-0.016,-2
36,CA1-V1,expert,13,0.0002,0,0.0125,4
36,CA1-V1,expert,14,0.0272,0,-0.0023,1
36,CA1-V1,expert,15,0.0054,0,-0.0234,1
36,CA1-V1,expert,16,0.0061,0,-0.0695,-1
36,CA1-V1,expert,17,-0.0023,0,-0.0534,5
36,CA1-V1,expert,18,0.0038,0,-0.0318,-5
36,CA1-V1,expert,19,-0.0094,0,-0.0754,1
36,CA1-V1,expert,20,-0.0003,0,-0.104,2
41,CA1-CA3,naive,1,0.5224,1,0.0181,2
41,CA1-CA3,naive,2,0.3274,1,-0.0098,-3
41,CA1-CA3,naive,3,0.1019,1,0.0448,-3
41,CA1-CA3,naive,4,0.0744,0,-0.0294,0
41,CA1-CA3,naive,5,0.0103,0,0.011,-2
41,CA1-CA3,naive,6,0.0111,0,-0.001,0
41,CA1-CA3,naive,7,0.0273,0,0.0067,1
41,CA1-CA3,naive,8,0.007,0,0.0009,1
41,CA1-CA3,naive,9,-0.0037,0,-0.0041,1
41,CA1-CA3,naive,10,0.0022,0,-0.0068,1
41,CA1-CA3,naive,11,0.0104,0,-0.007,-3
41,CA1-CA3,naive,12,0.0118,0,-0.0037,-8
41,CA1-CA3,naive,13,-0.0018,0,-0.0045,-3
41,CA1-CA3,naive,14,-0.0129,0,-0.0018,-3
41,CA1-CA3,naive,15,-0.0002,0,-0.0145,-3
41,CA1-CA3,naive,16,-0.0063,0,-0.0336,-8
41,CA1-CA3,naive,17,-0.016,0,-0.0003,-8
41,CA1-CA3,naive,18,0.0116,0,-0.0331,8
41,CA1-CA3,naive,19,-0.0073,0,-0.1199,-8
41,CA1-CA3,naive,20,-0.0011,0,0.0554,6
41,CA1-CA3,intermediate,1,0.4918,1,0.0231,2
41,CA1-CA3,intermediate,2,0.4012,1,-0.0439,0
41,CA1-CA3,intermediate,3,0.201,1,0.0458,0
41,CA1-CA3,intermediate,4,0.0649,0,-0.0337,0
41,CA1-CA3,intermediate,5,0.0358,0,-0.0435,0
41,CA1-CA3,intermediate,6,0.0645,0,-0.0031,0
41,CA1-CA3,intermediate,7,0.029,0,-0.0297,0
41,CA1-CA3,intermediate,8,0.0093,0,-0.0519,0
41,CA1-CA3,intermediate,9,0.018,0,-0.0314,0
41,CA1-CA3,intermediate,10,0.0136,0,-0.024,0
41,CA1-CA3,intermediate,11,0.0081,0,0.0097,0
41,CA1-CA3,intermediate,12,0.0147,0,0.0045,0
41,CA1-CA3,intermediate,13,0.0257,0,-0.0009,0
41,CA1-CA3,intermediate,14,0.0222,0,-0.0122,0
41,CA1-CA3,intermediate,15,0.0142,0,-0.0247,0
41,CA1-CA3,intermediate,16,0.01,0,0.019,-2
41,CA1-CA3,intermediate,17,0.003,0,0.047,1
41,CA1-CA3,intermediate,18,0.0031,0,0.0656,2
41,CA1-CA3,intermediate,19,0.0054,0,-0.0257,-2
41,CA1-CA3,intermediate,20,0.0002,0,0.1343,7
41,CA1-CA3,expert,1,0.4736,1,0.0211,2
41,CA1-CA3,expert,2,0.3981,1,-0.041,0
41,CA1-CA3,expert,3,0.1933,1,0.0643,0
41,CA1-CA3,expert,4,0.0448,0,-0.0066,-1
41,CA1-CA3,expert,5,0.0654,0,0.0262,0
41,CA1-CA3,expert,6,0.0148,0,0.0463,1
41,CA1-CA3,expert,7,0.0309,0,0.0543,1
41,CA1-CA3,expert,8,0.0135,0,0.0761,1
41,CA1-CA3,expert,9,0.02,0,0.0317,0
41,CA1-CA3,expert,10,0.0218,0,0.0414,0
41,CA1-CA3,expert,11,0.0114,0,0.0513,4
41,CA1-CA3,expert,12,0.0107,0,0.06,6
41,CA1-CA3,expert,13,0.0011,0,0.0575,8
41,CA1-CA3,expert,14,0.0127,0,0.0432,1
41,CA1-CA3,expert,15,0.0105,0,0.0124,0
41,CA1-CA3,expert,16,0.01,0,0.0161,0
41,CA1-CA3,expert,17,0.0042,0,0.0206,8
41,CA1-CA3,expert,18,-0.0023,0,0.0385,2
41,CA1-CA3,expert,19,-0.0052,0,0.1859,2
41,CA1-CA3,expert,20,0.01,0,0.0608,-6
41,CA1-V1,naive,1,0.1219,0,-0.0236,-5
41,CA1-V1,naive,2,0.0977,0,0.0029,7
41,CA1-V1,naive,3,0.061,0,0.041,2
41,CA1-V1,naive,4,0.0377,0,-0.016,-2
41,CA1-V1,naive,5,0.0291,0,0.0258,3
41,CA1-V1,naive,6,0.0518,0,0.0089,0
41,CA1-V1,naive,7,0.0313,0,0.0164,8
41,CA1-V1,naive,8,0.0269,0,-0.0004,8
41,CA1-V1,naive,9,0.0127,0,0.0025,-8
41,CA1-V1,naive,10,-0.0056,0,-0.0205,-8
41,CA1-V1,naive,11,-0.0017,0,0.015,6
41,CA1-V1,naive,12,0.006,0,0.0023,-8
41,CA1-V1,naive,13,-0.0041,0,0.002,1
